"";"kolarstwo1";"kolarstwo2";"kolarstwo3";"kolarstwo4";"muzyka1";"muzyka2";"muzyka3";"muzyka4";"Pi³kaNo¿na1";"Pi³kaNo¿na2";"Pi³kaNo¿na3";"Pi³kaNo¿na4";"SprzêtElektroniczny1";"SprzêtElektroniczny2";"SprzêtElektroniczny3";"SprzêtElektroniczny4";"Szachy1";"Szachy2";"Szachy3";"Szachy4"
"chrzeœcijañstwo";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chudn¹æ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chwa³a";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chwila";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
"chwilê";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"chwilowy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chyba";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"cia³adobê";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cia³o";8;3;0;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"ci¹g";0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0
"ci¹g³oœæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ci¹g³y";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"ci¹gn¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"ciekawe";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"ciekawostka";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"ciekawy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciemny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"cienki";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"cieñszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"ciep³o";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"ciep³y";0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"cierpliwy";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"cieszyæ";0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;1
"ciê";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciê¿ki";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
"ciœnienie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ciuchy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"classical";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"club";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"codzienny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"coggana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"color";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"community";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"concacaf";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"copa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"core";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"could";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cristiano";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"cup";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"cykl";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"cykloergometr";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cytat";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"cywilizacja";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czar";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"czarna";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"czarowaæ";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"czas";3;9;2;1;1;5;2;2;0;1;0;0;3;4;2;2;1;1;0;1
"czasem";0;1;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0
"czasowy";0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"czasów";0;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0
"czczy";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czego";0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
"czegoœ";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0
"czekaæ";0;0;0;1;0;0;0;0;0;0;0;1;1;6;0;0;0;1;0;0
"czeka³em";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"czekan";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"czemu";0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0
"czerñ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"czerpaæ";0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"czerwony";0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0
"czeski";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"czeœæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czêstotliwoœæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czêsty";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czêœciej";0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"czêœciowy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"czêœæ";1;2;0;2;0;2;2;2;0;0;0;1;1;0;0;1;0;0;0;2
"cz³onek";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cz³owiek";0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"czo³owy";0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"czo³ówka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"cztery";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"czuæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"czwarta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"czym";0;1;1;2;0;1;1;0;2;1;0;0;4;1;0;1;1;0;0;0
"czymœ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czyniæ";0;1;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1
"czynnik";0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0
"czynnoœæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"czynny";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"czysta";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"czysto";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"czysty";0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"czytaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"czytelnik";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"æmikiewicz";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"æwiczenia";0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"æwiczenie";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"æwiczeñ";0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"æwiczyæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"daæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"daj¹c";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dalej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"daleki";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dalszy";0;4;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;1;1
"damon";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"damski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"dana";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dance";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dane";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"daniel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"dany";0;0;0;0;0;0;2;6;0;1;1;0;0;0;1;0;0;0;0;0
"dark";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"darstellungczy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dasein";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"data";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"datowaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"david";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dawaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;1
"dawna";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dawniej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"dawno";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"dawny";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"d¹browa";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"d¹¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dbaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dba³oœæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"debiutowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"debussy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"decydowaæ";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"decyzja";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
"deficyt";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"deficytowy";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"definicja";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"definiowaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"degustator";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dekonstrukcja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dekonstruktywista";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"delikatny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"demencja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"demokratyczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"derrid¹";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"derridiañska";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"derridy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"design";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"deszcz";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"determinowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"deyna";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"dêty";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"diachroniczny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"diagram";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dialog";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"dialogowaæ";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"diane";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"diego";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"dieta";19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dionizosa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"discovery";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dkny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"dlaczego";0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0;0;0
"dlatego";1;2;0;0;0;0;2;0;0;0;0;1;0;2;0;1;0;1;1;1
"d³ug";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"d³ugi";0;2;1;4;2;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0
"d³ugofalowy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"d³ugoletni";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"d³ugoœæ";0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"d³ugotrwa³y";2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"d³u¿ej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"d³u¿szy";0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"dmuchaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dmuchn¹æ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dnia";0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1
"doba";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"dobra";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"dobre";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"dobry";4;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
"dobrze";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"docelowy";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dochodziæ";1;0;1;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0
"dociekanie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"doczekaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"dodaæ";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dodatek";0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0
"dodatkowy";0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;3;0;2;0;2
"dodawaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
"dog³êbny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dogrywka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"doje¿d¿aæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dojrza³oœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"dojrza³y";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"dojrzewaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dojœæ";0;0;0;0;0;0;1;1;0;0;1;0;1;0;4;0;0;0;0;0
"dok³adny";0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0
"dokonaæ";0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"dokonanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"dokonuj¹c";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dokonywaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dokument";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dokumentowaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"do³¹czyæ";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"do³o¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"domena";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dominantowy";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"dominik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"dominowaæ";0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"domniemanie";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"domniemany";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"domu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"doniesienie";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"dopasowaæ";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dopasowywaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dopiero";0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"dopingowaæ";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"dop³ywaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dopracowywaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"doprowadzaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"doprowadzaj¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"doprowadziæ";1;0;1;2;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0
"dopuszczaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"dopuœciæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dorobek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"doros³y";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"dorycki";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"doskonalszy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"doskona³y";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dostaæ";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0
"dostarczaæ";3;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"dostarczyæ";3;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0
"dostawa";0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dostawaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"dostêp";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dostêpnoœæ";3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
"dostêpny";0;6;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dostosowaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"doœæ";3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"doœwiadczalnejreprezentacja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"doœwiadczenie";0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0
"doœwiadczony";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dot¹d";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dotkn¹æ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dotkniêcie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dotrzeæ";0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0
"dotychczas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"dotychczasowy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dotyczyæ";1;1;1;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0
"dotykaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dowiedzieæ";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"dowieœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"dowodziæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"dowoziæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dowód";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dozwoliæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dó³";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dramat";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dramatyczny";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"drastyczny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"drewno";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"droga";0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0
"drogi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"drugi";0;1;2;0;0;0;9;3;0;0;2;0;5;2;0;1;0;0;0;0
"dru¿yna";0;0;0;0;0;0;0;0;4;11;6;4;0;0;0;0;0;0;0;0
"dru¿ynowy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"drzewo";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"drzwi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"duda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
"durowy";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"du¿y";10;3;1;3;0;2;0;0;1;0;0;3;1;6;0;4;0;2;0;0
"dwa";0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0
"dwaj";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"dwie";0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0
"dwiema";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dwoma";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"dworski";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dwóch";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"dwucz³onowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dwudziestka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"dwustopniowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dychotomia";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"dyktowaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0
"dylemat";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dynamiczny";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"dynamika";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"dyscyplina";0;1;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1
"dyscyplinarny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dyskomfort";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"dyskurs";0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0
"dyskusja";0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1
"dysponowaæ";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dyspozycja";0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dystans";0;2;0;17;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dytyramb";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dziaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"dzia³a";0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0
"dzia³aæ";0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0
"dzia³alnoœæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dzia³anie";0;2;0;0;0;0;1;2;0;0;0;0;0;0;6;0;1;0;1;1
"dzida";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dzieci";0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;6;0;1;6
"dzieciak";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"dzieciêcy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"dzieciom";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"dziecko";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;2;3
